talk_id,occupations
1603,letter enthusiast
1604,micro photographer
1605,zoologist
1606,moustache activist
1607,happiness researcher
1608,ceo
1608,team rubicon
1609,designer
1610,raptor biologist
1610,wildlife photographer
1611,entrepreneur
1612,psychologist
1613,writer and radio producer
1614,inventor
1616,mechanical engineer
1617,sustainable development expert
1618,cognitive researcher
1619,bluegrass musicians
1620,transportation specialist
1621,pilot
1622,designer
1623,editor
1624,recovering politician
1625,poet and actor
1626,tissue engineering researcher
1627,medicine law expert
1628,entomologist
1629,comedian
1630,journalist
1631,polar explorer
1632,transport networker
1633,neuroscientist
1634,brand strategist
1636,graphic designer
1637,novelist
1638,journalist
1639,film executive
1640,mindfulness expert
1641,biotechnology entrepreneur
1642,social psychologist
1643,performance artist
1644,author/illustrator
1645,clinical researcher
1646,activist
1647,model
1648,dermatologist
1649,former u.s. secretary of state
1650,proud dad
1651,reporter
1652,surgeon and technologist
1653,writer
1654,writer
1655,science enthusiast
1656,policy entrepreneur
1657,computer scientist
1658,photographer
1659,activist
1660,food security expert
1661,chemist
1663,video maker
1664,politician
1665,experimental micromechanics pioneer
1666,educator
1667,education surveyor
1668,complex systems theorist
1669,relationship therapist
1670,behavioral economist
1671,neuroscientist
1672,educator
1672,activist
1673,transparency activist
1674,biologist
1675,writer
1677,roboticist
1678,education researcher
1679,former governor of michigan
1682,musician
1682,blogger
1683,grassland ecosystem pioneer
1684,marine biologist
1685,gardener
1687,poet
1688,author
1688,speaker
1688,reformer
1689,neurobiologist
1690,environmentalist
1690,futurist
1691,musician
1691,activist
1692,maker
1693,computer theorist
1694,activist
1695,serial entrepreneur
1696,geneticist
1696,physician
1697,composer
1697,conductor
1698,engineer and biodiversity scientist
1699,inventor
1700,macroencapsulator
1701,behavioral economist
1702,legal activist
1703,ornithologist
1704,roboticist
1705,mechanical engineer
1706,behavioral economist
1707,inventor
1708,know-it-all
1709,robotics entrepreneur
1710,educator
1711,social scientist
1712,science historian
1713,curious journalist
1714,neuroscientist and psychiatrist
1715,journalist
1716,yo-yo champion
1717,neurosurgeon
1718,linguist
1719,economist
1720,innovation researcher
1721,artist
1723,youtube educator
1724,research scientist
1725,technology columnist
1726,corporate director
1726,author
1727,nuclear scientist
1728,educator
1729,photojournalist
1730,author
1730,academic
1730,futurist
1731,educator
1732,education reformer
1733,psychologist
1734,teacher
1735,economist
1736,technologist
1736,entrepreneur
1737,poet
1737,performer
1737,activist
1738,author
1738,educator
1739,philanthropist
1741,clinical psychologist
1742,computer engineer
1743,inventor
1744,entrepreneur
1745,computer scientist
1745,entrepreneur and philanthropist
1746,philosopher
1746,ethicist
1747,multimedia artist
1749,designer
1750,violinist
1751,evolutionary geneticist
1752,curator of architecture and design
1753,anti-sexism educator
1754,energy software maker
1755,passionate reader
1756,writer
1757,undercover journalist
1758,dolphin researcher
1759,management theorist
1760,graphic artist
1760,director
1761,sexuality educator
1762,roboticist
1763,photographer
1764,autonomous systems pioneer
1765,former prime minister of greece
1766,sci-fi author
1767,women’s rights activist
1768,risk economist
1769,architect
1770,tech entrepreneur
1771,north korean refugee
1772,writer
1772,psychologist
1773,writer
1773,entrepreneur
1774,surgeon
1776,cartoon editor
1777,paleontologist
1778,investor and political scientist
1779,health and technology activist
1780,cloudspotter
1781,designer
1781,inventor
1781,entrepreneur
1782,bluegrass musicians
1783,biologist
1784,anti-corruption activist
1785,architect
1786,cognitive psychologist
1786,musician
1786,activist
1786,physicist
1786,personal fab pioneer
1786,computer scientist
1787,cancer detector inventor
1788,natural sounds expert
1789,author
1790,bow designer
1791,plutocracy chronicler
1792,beatboxer
1793,shepherd of electrons
1794,philosopher
1795,advertising expert
1796,parents
1797,author
1797,researcher
1797,podcaster
1798,aircraft engineer
1799,life saver
1800,research psychologist
1801,director
1801,designer
1802,electronic systems expert
1803,poet and language advocate
1804,beatboxer and inventor
1805,philosopher
1806,multi-sense designer
1807,graphic designer
1808,musician
1808,music teacher
1809,architect
1810,circadian neuroscientist
1811,science communicator
1812,founder of the beirut marathon
1813,neuroscientist
1813,neuroscientist
1814,visual artist
1815,health psychologist
1816,journalist
1817,designer and storyteller
1818,labor lawyer and activist
1819,science writer
1820,cybersecurity specialist
1821,gentleman thief
1822,bees scholar
1823,ecologist
1823,physicist and military theorist
1824,bioprinting entrepreneur
1825,political theorist
1826,false memories scholar
1827,neuroscientist
1828,moral philosopher
1829,philosopher
1830,comedian
1830,activist
1831,writer
1832,anthropologist
1833,founder and ceo
1833,future today institute
1834,photographer
1835,editor
1836,political philosopher
1837,business strategist
1838,city transportation expert
1839,political scientist
1840,epidemiologist
1841,editor
1842,global economist
1843,urban planner
1845,biomaterials researcher
1846,urban documentarian
1847,journalist
1848,privacy economist
1849,artist
1849,dancer
1850,corporate innovator
1851,emerging-markets economist
1852,literary critic
1853,theoretical physicist
1854,architect and urbanist
1855,economist
1855,policy influencer
1856,novelist
1857,explorer and filmmaker
1858,trash anthropologist
1859,business professor
1860,spinal cord researcher
1861,cybersecurity expert
1862,mathemagician
1863,architect
1864,human rights advocate
1865,mayor
1866,game designer
1872,drones ecologist
1873,value-based health care advocate
1874,airborne ecologist
1875,robotics activist
1876,airborne logistics activist
1877,civilization scholar
1878,educational psychology professor
1879,neuroscientist
1880,monk
1881,social investment visionary
1882,bio researcher
1883,political pundit
1885,maker
1886,colombian politician
1886,urban activist
1887,curious journalist
1888,community-minded architect
1889,cave explorer
1890,environmental and literacy activist
1891,philosopher
1892,place maker
1893,economist
1894,writer
1895,engineer
1896,journalist
1896,swimmer
1897,social psychologist
1898,comedian and writer
1900,neuroscientist and science writer
1901,financial management expert
1902,digital humanities researcher
1903,musician
1904,coo
1904,unilever
1905,biomedical engineer
1906,coo
1906,facebook
1907,curator
1908,roboticist
1909,arab sexuality expert
1910,women's-health expert
1911,consultant
1912,musician and graphic designer
1913,education innovator
1914,criminal justice reformer
1915,teen activist
1916,animal scientist
1917,entrepreneur
1917,animator
1917,philanthropist ...
1918,violence and abuse prevention expert
1919,satellite designer
1920,architect and urbanist
1921,artist
1922,scientist
1922,entrepreneur
1922,inventor
1924,producer
1925,philosopher
1926,sustainability strategist
1927,sustainable investment champion
1928,speech scientist
1929,financial expert
1930,leadership expert
1931,psychologist
1932,equality advocate
1933,hacker
1933,community manager
1934,visual grammar engine inventor
1935,regenerative neurologist
1936,student scientist
1937,rating agency reformer
1938,consultant
1939,inventor
1939,entrepreneur
1939,optical physicist
1940,privacy researcher and activist
1941,physicist
1941,inventor
1942,video sculptor
1943,public policy thinker
1944,technology writer
1945,wild sex biologist
1946,neuroscientist
1947,endocrinologist
1948,philosopher and writer
1948,psychologist
1949,anti-corruption activist
1950,whistleblower
1951,astronaut
1952,deputy director
1952,nsa
1953,ceo of google
1954,education activist
1955,science writer
1956,technology designer
1957,computer scientist
1958,security maven
1959,bionics designer
1959,ballroom dancer
1960,legal activist
1961,model and activist
1962,amateur musicians
1962,community director
1963,theoretical physicist
1964,philanthropist
1964,philanthropist
1965,education pioneer
1966,urban planner
1969,filmmaker
1971,biomechatronics engineer
1972,former u.s. representative and nasa astronaut; survivors
1973,op-ed columnist
1973,author
1974,writer
1976,planet finder
1977,type designer
1978,writer
1979,plasma physicist
1981,inventor
1981,ocean swimmer
1982,space scientist
1983,writer
1984,interaction designer
1985,geneticist
1986,sports science reporter
1987,eye surgeon
1987,inventor
1988,climate scientist
1989,polymorphic playwright
1990,investment expert
1991,cyber illusionist
1992,military leader
1993,cartoonist
1994,music producer and dj
1995,ecologist
1996,academic
1997,golden gate guardian
1998,leadership expert
1999,journalist and documentarian
2000,performance poet
2000,multimedia artist
2001,firefly specialist
2002,zoologist
2003,ocean advocate
2004,open-science advocate
2005,writer
2006,writer
2007,punter and author
2008,author
2008,advocate
2009,vagabond photojournalist + conceptual artist
2010,composer
2010,singer
2010,author
2010,actor
2010,activist
2011,philosopher
2012,psychologist; happiness expert
2013,poetry critic
2014,biologist
2015,inventor
2015,futurist
2016,documentary filmmaker
2017,comedian
2017,journalist
2017,activist
2018,investigative journalist
2019,cybersecurity expert
2020,systems biologist
2021,author
2022,language historian
2023,philosopher
2024,peace activist
2025,author
2026,3d printer
2027,cruciverbalist
2028,poet and educator
2029,author
2030,security researcher
2031,poet
2032,historian of science
2033,music technologist
2034,sound consultant
2035,cybersecurity researcher
2036,policy advisor
2037,psychologist
2038,actor and activist
2039,user experience master
2041,relentless mind
2042,professor of international law
2043,tech visionary
2044,theorist
2045,philosopher
2046,mechanical engineer
2047,artist
2048,artist
2049,web humorist
2050,education entrepreneur
2052,molecular animator
2053,historian
2054,musician
2055,entrepreneur
2056,statistician
2057,prison administrator and reformer
2059,poet
2059,educator
2060,civic evangelist
2060,author
2061,inventor
2062,author/illustrator
2063,photographer + storyteller
2064,architect + ecotourism specialist
2065,microinsurer
2066,writer
2067,astrophysicist
2068,citizen journalist
2069,astronomer
2070,novelist
2071,comedian + designer
2072,writer and philosopher
2073,political pundit
2074,author
2074,historian
2075,eco-entrepreneur
2076,physician
2077,brain researcher
2078,strategist
2088,scientist
2089,artist
2089,visionary
2090,global health expert; data visionary
2090,director of the gapminder foundation
2091,children's book author
2092,architect
2093,climate economist
2094,data editor of the economist
2095,photojournalist
2096,emergency medical technician
2097,environmental engineer
2097,sanitation activist
2098,cuban health care expert
2099,leadership expert
2100,pianist
2101,economist
2102,self-esteem advocate
2103,neuroscientist
2104,democracy activist
2105,remittances expert
2106,journalist
2107,political mobilization activist
2108,public-health expert
2109,cancer technologist
2110,voice for refugees
2111,vagabond photojournalist + conceptual artist
2112,data analyst
2113,educational entrepreneur
2114,veteran aid worker
2115,science humorist
2116,ocean explorer and environmentalist
2117,nature photographer
2118,international litigator
2119,aerial robotics researcher
2120,chaplain + author
2121,activist
2122,writer
2124,civic entrepreneur
2126,anti-guerrilla creative
2127,president of mauritius
2128,urban architect
2129,favela painters
2130,drug policy reformer
2131,music icon
2131,filmmaker
2132,drug-resistance economist
2133,emergency physician
2133,public health advocate
2134,economist
2134,social progress expert
2135,information security manager
2136,storytelling activist
2137,mother + als advocate
2138,medical inventor
2139,megacities expert
2140,psychologist
2141,amazonian ethnobotanist
2142,human-rights activist
2143,polar explorer
2144,human resources expert
2145,cardiologist
2145,evolutionary biologist
2146,documentary photographer
2147,choreographer
2148,slow television advocate
2149,attorney + privacy advocate
2150,technologist
2151,diversity advocate
2152,women’s rights activist and entrepreneur
2153,complexity theorist
2154,livestreaming activist
2155,data scientist
2156,psychologist
2157,graffiti artist + activist
2158,dictionary editor
2159,research scientist
2159,google
2160,protector of whales
2161,entrepreneur + educator
2162,map researcher
2163,poet and educator
2164,forensic anthropologist
2165,polar explorer
2166,forester and sustainability activist
2167,innovation strategist
2168,monk
2168,author
2168,photographer
2169,creative spirit
2170,microroboticist
2171,human resources professional
2172,neuroscientist
2173,social entrepreneur
2174,peace and conflict researcher
2175,cross-cultural consultant
2176,techno-sociologist
2177,epidemiologist
2178,psychologist
2179,designer
2181,biologist
2182,organizational changemaker
2183,architect
2184,smart product inventor
2185,medical researcher
2186,math educator
2193,psychologist
2193,author
2194,pediatrician
2195,photographer
2197,space researcher
2197,biologist
2197,artist
2198,consultant
2199,data scientist
2200,entrepreneur
2201,microbial ecologist
2202,investor
2202,data scientist
2202,entrepreneur
2203,conservation technologist
2204,secure email developer
2206,magician
2207,prison reform advocate
2208,toy designer
2209,poet physician
2210,management professor
2211,humanitarian
2212,architect
2213,entrepreneur
2214,psychologist
2215,neuroscientist
2216,chemist
2216,inventor
2217,social activist
2218,computer scientist
2219,writer
2220,artist
2220,potter
2220,community builder
2222,story collector
2223,entrepreneur and philanthropist
2224,perceptual navigation specialist
2225,philanthropist
2226,international relations expert
2227,stellar astronomer
2228,immersive storyteller
2229,behavioral economist
2230,space explorer
2231,photojournalist
2232,architect
2233,children’s rights activist
2234,investor
2235,planetary explorer
2236,neuroscientist
2236,stand-up comic
2237,astrophysicist
2238,paleontologist
2239,human rights attorney
2240,poet
2240,educator
2241,plant geneticist
2242,director/choreographer
2242,dancer
2242,cellist
2242,vocalist
2242,composer and culturist
2243,philosopher
2244,neuroscientist
2245,synthetic biologist
2246,computer scientist
2247,urban sociologist
2248,singer-songwriter
2249,photographer
2250,inmates
2251,sustainable designer
2252,relationship therapist
2253,digital storyteller
2254,animal rights lawyer
2255,surf photographer
2256,writer
2257,physical therapy entrepreneur
2258,transhumanist
2259,stratospheric explorer
2260,exoplanet expert
2261,pastor
2262,mechanical engineer
2262,social advocate
2263,journalist
2264,last tribes photographer
2265,cognitive scientist
2272,idea guy
2273,jazz pianist
2274,product creator
2275,global journalist
2276,high school principal
2277,cognitive scientist
2278,polymorphic playwright
2279,computer scientist
2280,visual artist
2281,poet
2282,equality advocate
2283,writer
2283,entrepreneur
2284,writer
2285,radio researcher
2286,writer and editor
2287,graphic designer
2288,reporter
2289,public health journalist
2291,roboticist
2292,circular economy advocate
2293,peace activist
2294,researcher
2295,activist
2296,data visualization researcher
2297,listener
2298,peace expert
2299,journalist
2300,photo editor
2300,photographer
2301,evolutionary biologist
2302,writer
2302,filmmaker
2303,open-source engineer and artist
2304,artist
2305,writer
2306,new media artist
2307,historian
2307,author
2308,social observer
2309,conflict and security researcher
2310,advocate
2311,political scientist
2313,laser scientist
2314,privacy researcher and activist
2315,brain scientist
2316,quantum physicist
2317,vaccine visionary
2318,disaster roboticist
2319,sculptor
2320,astronomer
2321,consultant
2322,social media analyst
2323,philanthropist
2323,mathematician
2324,psychologist
2325,palliative care physician
2326,foreign policy strategist
2327,tennis legend and activist
2328,family activist
2329,sociologist
2330,writer
2331,global leader
2332,writer
2332,traveler
2333,author
2334,photographer
2335,anthropologist
2336,poet and activist
2337,education activist
2338,author
2338,designer
2339,climate scholar
2340,research scientist
2341,writer
2341,coach
2341,artist ...
2342,neural stem cell researcher
2343,cancer physician and writer
2344,architect
2344,designer
2345,singer-songwriter
2346,roboticist
2348,economist
2348,social progress expert
2349,women's health pioneer
2351,singer-songwriter
2352,investigative journalist
2353,journalist
2354,biologist
2356,designer
2357,sound artist
2357,composer
2358,voice for refugees
2359,speleologist
2361,neuroscientist
2362,health activist
2363,inventor
2363,environmentalist
2363,educator
2364,innovator and social entrepreneur
2365,artist
2366,guitarist
2367,wildlife conservationist
2368,communications technology innovator
2369,author and journalist
2370,documentary filmmakers
2371,sneaker data expert
2372,activist
2372,anthropologist
2372,consultant
2373,ecologist
2373,writer
2374,journalist and psychologist
2375,architect
2376,virtual reality pioneer
2377,paleoanthropologist and rock art researcher
2378,world champion freediver
2379,president of the republic of kiribati
2380,human resources expert
2381,performance artist
2382,writer
2382,blogger
2382,author
2383,visionary inventor
2384,strategy consultant
2384,social entrepreneur and author
2385,coral reef biologist
2387,astrophysicist
2388,fashion designer
2389,author
2390,ocean scientist
2391,inventor
2392,beatboxers
2393,architect
2394,actor and activist
2394,comedian and actor
2395,sculptor
2396,particle physicist
2397,secretary-general of the united nations
2398,security researcher
2399,psychiatrist
2399,psychoanalyst
2399,zen priest
2400,internet activist and computer engineer
2401,economist
2401,journalist
2401,broadcaster
2402,astronomer
2402,astrobiologist
2402,actor
2402,writer
2403,data scientist
2404,civil and environmental engineer
2405,comedian and writer
2406,chief of the community partnership division
2406,baltimore police department
2407,green entrepreneur
2409,cave diver
2410,human-computer interaction researcher and designer
2411,writer and poet
2412,professor of molecular and cell biology
2413,economist and professor
2414,marine biologist
2414,explorer-photographer
2415,art historian
2416,policy expert
2417,programmer
2417,storyteller and illustrator
2418,activists
2419,roboticist
2420,mindful addiction doctor
2423,global economist
2424,geoscientist
2425,computational geneticist
2425,infectious disease researcher
2426,special olympics international sargent shriver global messenger
2427,entrepreneur and conservationist
2428,professor
2428,author and social justice advocate
2429,functional neurosurgeon
2430,textual scientist
2431,sustainable investment expert
2433,writer
2433,performer
2434,conservation photographer
2435,writer and radio host
2436,big data techno-­optimist and internist
2437,textile artist
2438,writer
2438,producer
2439,theoretical physicist
2440,autonomous systems pioneer
2441,climate advocate
2442,muslim studies scholar
2443,entrepreneur
2445,new york city health commissioner
2447,designer
2447,co-founder of airbnb
2448,education activist
2449,social scientist
2451,writer
2452,politician
2452,environmentalist
2453,juvenile justice reformer
2454,product designer
2455,radio researcher
2456,social scientist
2456,author
2457,founder of callisto
2458,blogger
2459,founder and ceo
2459,meta
2460,entrepreneur
2460,inventor
2460,author
2461,inventor
2462,writer
2463,artist and photographer
2464,software engineer
2465,disrupter
2466,director of photography
2466,pixar
2467,medical researcher and educator
2468,astronomer
2469,ceo and co-founder
2469,irelaunch
2470,strategist
2471,synthetic biologist
2472,gun-control activist
2473,author
2473,academic
2473,futurist
2474,organizational psychologist
2475,global strategist
2476,technology forecaster
2477,humanitarian
2478,campaign leader
2478,global witness
2479,copy editor
2480,climate advocate
2481,musician
2481,blogger
2481,composer
2481,musician
2481,artist
2481,composer
2482,journalist
2483,social entrepreneur
2483,co-founder of menstrupedia
2484,paleontologist
2485,head of ted
2486,mobile finance entrepreneur
2487,artist
2487,composer
2487,engineer
2488,fixer
2489,financial expert
2490,scientist
2490,entrepreneur
2491,asteroid hunter
2492,researchers' dream donator
2493,design critic
2494,science journalist
2495,neuroscientist
2496,conceptual artist
2497,author
2497,speaker
2497,reformer
2498,physician
2498,bioengineer and entrepreneur
2499,author and playwright
2500,entrepreneur
2501,developmental researcher
2502,biohacker
2504,biomedical entrepreneur
2505,journalist and documentarian
2506,sex worker and activist
2507,writer
2507,activist and legal analyst
2508,author
2510,neuroscientist
2511,artist
2512,physician and men’s health advocate
2513,actor and marine corps veteran
2513,actor
2513,drummer
2514,ceo
2514,gates foundation
2515,doctor
2515,writer and humanitarian
2516,producer
2516,activist
2516,ceo
2516,activision
2517,narrative photographer
2518,mathematician
2519,technologist
2520,technologist
2520,entrepreneur
2521,comedian
2521,filmmaker
2522,social entrepreneur
2523,educator
2524,peacemaker
2525,design thinker
2526,education innovator
2527,immersive storyteller
2528,geneticist
2528,indigenous rights activist
2529,lawyer
2529,artist
2529,human rights advocate
2530,personality researcher
2531,designer
2531,venturer
2532,designer
2533,software architect
2534,sonic astrophysicist
2535,survivor and activist
2536,ichthyologist
2537,writer
2538,singer
2538,musician
2538,composer
2539,artist
2539,graphic designer
2539,filmmaker
2540,sustainability crusader
2541,architect
2543,social scientist
2544,nanobiotechnologist
2545,planetary scientist
2546,eco-entrepreneur
2547,women's advocate
2548,machine learning expert
2549,strategist
2550,space physicist
2551,environmental writer
2552,maker
2552,critical thinker
2553,investigative journalist
2554,currency futurist
2555,pediatric cardiologist
2556,artist
2557,neuroengineer
2558,forest ecologist
2559,designer
2560,economist
2561,writer
2562,climate advocate
2563,industrial systems thinker
2565,palliative care physician
2566,satellite archaeologist + ted prize winner
2567,internet freedom activist
2568,lawyer
2568,coach
2569,photographer
2570,biotech entrepreneur
2571,anatomical artist
2572,media studies scholar
2573,digital strategist
2574,stranger enthusiast
2575,global affairs thinker
2576,actor
2576,writer
2577,comedian and writer
2578,filmmaker
2579,educator and social entrepreneur
2580,journalist
2581,bioengineer
2582,academic
2582,author
2583,climate policy expert
2584,psychologist
2585,management researcher
2586,educator
2587,civic evangelist
2587,author
2588,author
2589,director
2589,choreographer
2589,educator
2590,anthropologist
2590,expert on love
2591,social geographer
2592,neuroscientist
2592,philosopher
2593,biologist
2593,community science advocate
2594,author
2594,entrepreneur
2595,linguist
2596,immigration scholar
2597,writer
2597,activist
2598,author
2599,biologist
2599,electrical engineer
2600,painter
2601,organizational change expert
2602,artistic director
2602,dancer
2603,creative arts therapist
2604,trust researcher
2605,bioelectronics innovator
2606,techno-sociologist
2607,peace activist
2608,electoral consultant
2609,global citizen
2609,transportation geek
2610,entrepreneur
2611,musical explorers
2611,musician
2612,artist
2612,activist
2614,privacy researcher and activist
2615,educator
2615,author
2616,educator
2617,data activist
2618,political theorist
2619,business romantic
2620,logician
2620,mathematician
2620,computer scientist
2621,change catalyst
2622,physician
2623,technologist
2624,psychologist
2625,social psychologist
2625,head of ted
2626,blockchain entrepreneur and researcher
2627,filmmaker
2628,broadcast personality
2628,politician
2628,author
2629,civil rights advocate
2629,artist
2630,writer
2631,social psychologist
2632,author
2632,academic
2632,futurist
2633,energy scholar
2634,writer
2634,activist
2634,artist
2634,organizer
2634,human rights activist
2634,family activist
2635,transgender activist
2635,writer
2635,educator
2635,artist
2636,urban planner
2636,designer
2636,author
2637,digital storyteller
2638,author
2638,blogger
2638,entrepreneur
2639,rocket scientist
2639,explorer
2641,wellness specialist
2642,bioethicist
2643,rabbi
2644,cancer researcher
2645,digital visionary
2646,educator
2647,author
2648,neuroscientist
2648,writer
2648,entrepreneur
2649,writer
2649,educator
2650,nuclear reformer
2651,biologist
2652,organizational psychologist
2653,public sector researcher
2654,experimental particle physicist
2655,economist
2656,astrophysicist
2658,sex researcher
2659,food entrepreneur
2660,materials scientist
2661,writer
2662,filmmaker
2663,developmental and regeneration biologist
2664,software pioneer
2665,writer
2665,activist
2666,actor
2666,activist
2667,artist
2668,cybercrime fighter
2669,social psychologist
2670,architect
2671,designer
2671,futurist
2672,inventor
2672,student scientist
2673,satellite archaeologist + ted prize winner
2674,data visualisation editor
2675,legal activist
2677,spacecraft operations engineer
2678,writer
2678,co-author
2678,landscape gardener
2679,learning expert
2680,cancer fighter
2681,activist
2682,urban planner
2683,humanitarian psychologist
2684,guitar duo
2685,communications researcher
2686,writer
2686,activist
2687,journalist
2688,physician
2688,global health policy analyst
2689,scientist
2689,philosopher
2690,roboticist
2691,cultural theorist
2692,literary scholar
2693,drug policy expert
2694,media researcher
2695,historian
2695,author
2695,head of ted
2696,entrepreneur
2697,entrepreneur
2698,pediatric psychologist
2700,designer
2700,artist
2701,singer
2701,songwriter
2701,actress
2701,actor
2701,singer/songwriter
2702,writer
2702,radio host
2702,comedian
2703,writer
2703,activist
2704,author
2705,poet of code
2706,theater director
2706,producer
2707,progressive mortician
2708,journalist
2708,author
2709,writer
2711,pediatric icu doctor
2712,social innovator
2713,filmmaker
2714,policy advisor
2716,tv journalist
2716,women's empowerment advocate
2716,gospel ensemble
2716,op-ed columnist
2716,author
2716,head of ted
2718,data journalist
2719,youth inventor
2720,lactation researcher
2721,epigeneticist
2722,poet
2723,imaging scientist
2724,pricing consultant
2725,information security specialist
2726,public health sociologist
2727,information designer
2728,futurist
2729,first aid instructor
2730,bioethicist
2730,lawyer
2731,women's health advocate
2732,novelist
2733,video game designer
2734,architect
2735,physician
2736,astronomer
2737,journalist
2738,environmental engineer
2739,entrepreneur
2740,autism advocate
2741,financial literacy advocate
2742,photographic ethnographer
2743,designer
2743,critic
2744,bishop of rome
2749,educator
2749,researcher
2749,writer
2751,civic evangelist
2751,author
2755,molecular animator
2757,doctor
2757,novelist
2757,guest host
2757,fertility doctor
2757,author
2757,researcher
2769,historian
2770,athlete
2770,journalist
2771,neuroscientist
2771,novelist
2772,cyberspace analyst
2774,serial entrepreneur
2775,education entrepreneur
2776,oceanographer
2777,musician
2777,poet
2778,caregiver
2779,neuroscientist
2779,primatologist
2779,writer
2780,actor
2780,producer
2780,activist
2781,ai expert
2782,chemical oceanographer
2783,sleep researcher
2784,policy entrepreneur
2784,climate expert
2784,author
2785,historian
2786,mental health advocate
2787,grandmaster
2787,analyst
2788,health activist
2788,health activist
2789,physician
2790,band
2790,vocalist
2790,songwriter and producer
2791,attorney
2791,public-interest activist
2792,band
2793,molecular biologist
2794,human justice advocate
2795,musician
2796,philosopher
2797,architecture critic
2798,ai and machine learning engineer
2799,investor
2799,human guinea pig
2799,author
2800,citizen biomedical researcher
2801,novelist
2801,essayist
2802,design thinker
2803,storyteller
2804,founder
2804,gravity
2805,refugee advocate
2806,economist
2807,futurist
2807,designer
2808,inventor
2808,designer
2808,death care advocate
2809,refugee activist
2810,writer
2810,educator
2811,religious leader
2812,physicist
2812,inventor
2813,journalist
2813,news anchor
2814,geoscientist
2815,psychologist
2816,climate scientist
2817,cognitive neuroscientist
2818,technology ethnographer
2819,constitutional law scholar
2820,business executive
2820,entrepreneur
2821,geneticist
2822,physiologist
2823,coral reef biologist
2824,computational social scientist
2825,roboticist
2826,artist
2827,architect
2828,art editor
2829,computer scientist
2830,writer
2830,peace advocate
2831,clinical professor of law
2833,microbiologist
2833,inventor and strategist
2834,journalist
2834,podcaster
2834,media entrepreneur
2835,economist
2836,cognitive neuroscientist
2837,artist and filmmaker
2838,musician
2838,entrepreneur
2839,urban designer
2840,mayor of albuquerque
2841,ai product designer
2842,developmental psychologist
2843,author
2843,activist
2844,student
2844,musician
2845,mathematician
2845,data scientist
2846,poet
2846,author
2847,entrepreneur
2848,child protection leader
2848,activist
2848,author
2849,science writer
2850,chemical biologist
2851,movement artist
2851,movement artist
2851,spoken word artist
2851,violinist
2851,fancy dancer
2852,ai expert
2853,artist
2853,author
2854,digital archaeologist
2855,artist
2856,policy researcher
2857,filmmaker
2857,writer
2858,futurist
2858,social scientist
2859,hedge fund chair
2860,naturalist
2861,journalist
2861,author
2862,physicist
2863,artist
2863,musician
2863,lawyer
2863,activist
2864,sociologist
2864,human rights activist
2865,artist
2866,surveillance and cybersecurity counsel
2867,border specialist
2868,molecular biologist
2869,astrobiologist
2870,robotics engineer
2871,genomics researcher
2872,marine biologist
2873,writer
2873,activist
2874,sociologist
2874,educator
2874,writer
2875,chef
2876,marketing leader
2876,talent development leader
2877,logistics expert
2878,architect
2879,journalist
2880,artist
2881,historian
2881,philosopher
2882,game designer
