talk_id,occupations
2883,science journalist
2883,editor
2883,author
2884,place-maker
2885,photographer
2886,astrophysicist
2887,public intellectual
2889,multimedia producer
2890,actress
2890,writer
2890,producer
2890,activist
2891,indigenous knowledge expert
2892,interdisciplinary artist
2893,multicultural millenial
2894,children’s media expert
2895,innovation leader
2896,journalist
2898,technology entrepreneur
2901,artist
2901,educator
3012,journalist
3012,head of ted
3013,neuroscientist
3114,entrepreneur
3136,glaciologist
3231,biomedical engineer
3257,artist
3257,visionary
3269,novelist
3328,clinical sexologist and psychotherapist
3362,cultural historian
3363,author
3363,journalist
3364,business development manager
3365,poet
3365,essayist
3366,entrepreneur
3367,commissioner for competition
3367,european union
3573,futurist
3574,entrepreneur
3574,creative technologist
3579,geoengineering researcher
3581,mayor of tulsa
3581,oklahoma
3583,doctor
3583,author
3585,management consultant
3585,diversity researcher
3587,paleobiologist
3590,wildlife ecologist
3590,nature photographer and safari guide
3591,sociologist
3591,social psychologist
3592,education pioneer
3593,research ecologist
3595,techno-sociologist
3596,science fiction writer
3606,perfection enthusiast
3612,professor
3613,digital storyteller
3613,activist
3614,social entrepreneur
3614,artist
3615,meteorologist
3616,megacities expert
3617,filmmaker
3617,musician
3618,musician
3618,educator
3618,entrepreneur
3620,homeless advocate
3623,surgeon
3623,writer
3623,public health innovator
3625,writer
3625,producer
3625,encourager-in-chief
3625,ted residency
3631,craftivist
3632,president of mauritius
3632,journalist
3633,educator
3633,entrepreneur
3633,head of ted
3642,human-centered strategist
3671,serial entrepreneur
3671,investor
3680,tv journalist
3680,women's empowerment advocate
3686,sleep scientist
3694,robotics entrepreneur
3769,youtuber
3891,zoologist
3891,venom researcher
4062,lettering designer
4366,criminal and social justice reform advocate
4463,psychologist
4463,economist
4490,restaurateur
4490,dangerous woman
4539,professor of marketing
4669,behavioral economist
4669,neuroscientist
4755,actor
4755,filmmaker
4755,social entrepreneur
4856,nurse. writer. realistic idealist.
4873,creator
4958,radiation scientist
5072,food activist
5116,space physicist
5162,retail expert
5351,mental health awareness advocate
5451,neuroengineer
5458,designer
5480,inventor
5498,urbanist
5655,freelance journalist
5655,writer
5655,editor
5990,voice expert
6234,media analytics expert
6235,brand protection manager
6286,architect
6286,technologist
6287,poet
6287,lyricist
6287,screenwriter
6298,domestic peace advocate
6298,technologist
6298,activist
6379,transport entrepreneur
6477,surgeon
6477,entrepreneur
6493,curator
6493,photographer
6493,artist
6496,architect
6553,essayist
6553,poet
6594,serial entrepreneur
6602,environmental policy expert
6639,journalist
6639,filmmaker
6639,writer
6668,art fair curator
6669,conservation biologist
6671,prison reform advocate
6672,mosquito scientist
7060,technologist
7394,fashion designer
7395,human rights activist
7592,cultural historian
8227,organizational psychologist
8298,counter-extremism specialist
8417,technology innovator
8418,water conservation activist
8419,neuroscientist
8419,psychologist
8419,author
8420,environmentalist
8420,futurist
8420,head of ted
8421,legal empowerment advocate
8422,record digger
8422,dj
8422,music entrepreneur
8423,behavioral and learning scientist
8529,space entrepreneur
8530,author
8530,addiction treatment specialist
8588,musician
8588,artist
8589,patient advocate
8606,visualizer
8606,lecturer
8779,author
8779,peace activist
8779,peace activist
8780,social scientist
8786,infectious disease specialist
8786,molecular epidemiologist
8787,aerial photographer
8788,plastics alchemist
8799,politician
8799,energy optimist
8866,social impact strategist
8947,artist
8947,poet
8947,author
9033,marine biologist
9048,entrepreneur
9125,general counsel
9125,author
9125,"""idea acupuncturist"""
9126,doctor
9126,writer
9126,medical student
9126,writer
9214,web developer
9219,project and change professional
9296,marine microbiologist
9403,agriculturalist
9403,social entrepreneur
9463,psychologist
9463,researcher
9463,author
9464,investor
9464,entrepreneur
9473,space engineer and development scholar
9636,writer
9636,youth worker
9636,freedom fighter
9687,design ambassador
9781,political scientist
9807,activist
9807,lawyer
9807,filmmaker
9930,material researcher
9951,economist
9982,business developer
9983,strategic marketer
9984,theoretical biologist
9985,blues musician
9985,graphic designer
9986,education entrepreneur
9987,psychologist
9987,author
9988,businessman
9988,fairness crusader
9989,designer
9989,writer
9989,musician
9989,lawyer
10173,writer
10190,educator
10193,fashion enthusiast
10266,social entrepreneur
10274,journalist
10274,author
10358,organizational psychologist
10360,ai research scientist
10361,experimental psychologist
10362,neuroscientist
10362,author
10376,psychiatrist
10378,urban refugee expert
10550,entrepreneur
10550,talent expert
10666,racial literacy leader
10681,curator
10681,blogger
10681,media consultant
10681,photographer
10681,theatre-maker
10681,performer
10727,poet
10727,playwright
10727,pop culture enthusiast
10727,writer
10727,performer
10727,private investigator
10750,fashion revolutionary
10802,software programmer
10807,comedian
10807,science fan
10835,writer
10835,social worker
10975,ai researcher
11008,it manager
11087,athlete
11087,activist
11089,artist
11199,journalist
11199,activist
11226,radio glaciologist
11327,physicist
11337,designer
11337,urbanist
11337,social change agent
11363,activist
11486,activist
11486,architect
11486,artist
11684,cell engineer
11684,master inventor
11685,women's rights activist
11720,writer
11720,performer
11869,educator
11869,comedian
11869,social entrepreneur
11869,author
11871,author
11871,helpline advocate
11976,visual storyteller
11997,playwright
11997,filmmaker
12060,audio documentarian
12066,neuroscientist
12202,social innovation expert
12302,doctor
12303,publisher
12346,designer
12346,critic
12347,curator of architecture and design
12348,author
12348,pencil store owner
12349,journalist
12350,ethnomusicologist
12351,fashion designer
12352,architect
12352,experience designer
12353,user experience master
12354,political pundit
12370,human rights activist
12385,maker
12409,disability rights activist
12459,singer-songwriter
12498,designer
12498,researcher
12501,encryption expert
12571,journalist
12571,screenwriter
12727,cognitive scientist
12799,computer theorist
12800,tribal attorney and advocate
12803,afro-pop innovators
12829,numbers romantic
12908,writer
12908,teacher
12908,community organizer
12983,international trade expert
13000,material innovator
13009,chef
13009,activist
13010,street artist
13011,religious scholar
13012,physician
13013,satellite archaeologist + ted prize winner
13022,arts curator
13022,activist
13029,marine scientist
13029,educator
13035,cultural media builder
13055,cartoonist
13055,educator
13062,mycologist
13195,biomedical engineering professor
13217,lawyer
13247,epidemiologist
13247,physician
13247,public health expert
13316,entrepreneur
13340,author
13464,digital housing developer
13465,educator
13476,author
13476,activist
13517,leadership expert
13518,lawyer
13518,human rights activist
13523,psychologist
13523,cognitive scientist
13584,journalist
13585,author
13586,educator
13587,activist
13588,body activist
13588,model
13591,drummer
13591,percussionist
13720,research investigator
13778,chef
13778,humanitarian
13828,social entrepreneur
13828,student activist
13828,social entrepreneur
13828,student activist
13834,storyteller
13834,human rights advocate
13878,male reproductive health expert
13923,creative director
13923,set designer
14392,investigative journalist
14392,author
14439,scientist
14439,musician
14439,visual artist
14439,author
14471,public defender
14471,activist
14484,advocate for visually impaired people
14485,ocean scientist
14485,inventor
14485,explorer
14486,environmentalist
14486,lawyer
14491,health activist
14491,health activist
14608,educator
14613,crusader for dialogue
14614,actress
14614,performance artist
14614,motivational speaker
14615,space leader
14615,head of ted
15112,singer
15149,victims' rights attorney
15214,writer
15214,performer
15274,psychologist
15275,politician
15275,scientist
15284,digital storyteller
15289,librarian
15290,primatologist
15398,social artist
15420,artist
15420,activist
15452,ear surgeon
15471,culture builder
15518,inventor
15518,robotics enthusiast
15531,applied physicist
15531,engineer
15536,scientist
15537,renegade economist
15553,humanitarian aid entrepreneur
15555,philosopher-comic
15722,designer
15722,author
15813,sex educator
15814,cellist
15862,life preserver
16014,writer
16159,historian
16159,author
16294,investor
16782,organic chemist
16913,entrepreneur
16913,philanthropist
16913,head of ted
16960,philosopher
16985,journalist
17023,journalist
17237,geopolitical technologist
17238,bionics designer
17239,neuroscientist
17239,technologist
17240,forensic anthropologist
17275,theater director
17603,journalist
17603,editor
17697,neuroscientist
17698,neuroscientist
17699,neuroscientist
17711,neuroscientist
17712,neuroscientist
17713,neuroscientist
17733,marine ecologist
17845,chef
17846,advocate
17846,artist
17850,marine ecologist
17851,scientist
17851,author
17909,publicist
17909,strategist and music advocate
17922,venture capitalist
18094,ichthyologist
18190,neuroscientist
18190,stand-up comic
18219,biomedical engineer
18394,mental health specialist
18469,artist
18469,writer
18517,architect
18517,author
18592,engineer
18592,bridge designer
18928,astronomer
18928,astrobiologist
19140,science journalist
19175,bioethicist
19266,agricultural leader
19322,flight junkie
19330,conservation biologist
19413,visual artist
19413,cellist
19461,media executive
19478,microbial oceanographer
19478,author
19535,computational microbiologist
19714,investor
19727,developmental psychology professor
19727,researcher
19740,genome writer
19756,chemical engineer
19831,neuroscientist
19831,writer
19831,entrepreneur
19851,technologist
19883,author
19883,advocate
19927,technology journalist
19927,artist
19927,investigative journalist
19927,engineer
19992,journalist
19992,writer
19992,filmmaker
19995,singer-songwriter
19995,banjoist
19995,songwriter
19995,performer
20008,medical technologist
20082,pediatrician
20082,social entrepreneur
20083,entrepreneur
20083,podcaster
20083,storyteller
20084,sex educator
20085,computer scientist
20086,author
20086,youtuber
20087,novelist
20088,social psychologist
20089,illustrator
20089,artist
20089,author
20101,writer
20101,scientist
20172,community servant
20173,poet
20259,architect
20268,oncologist
20268,tobacco-free advocate
20269,creative director
20310,moral philosopher
20310,writer
20365,designer
20368,investor
20368,computer scientist
20390,analytical chemist
20447,space scientist
20475,banker
20475,social entrepreneur
20519,cognitive scientist
20554,performer
20554,mentor
20633,brass ensemble
20692,geneticist
20753,astrophysicist
20757,craft curator
20779,action and hardware architect
20919,cancer fighter
20974,psychological scientist
20975,explorer
20975,collaboration catalyst
20975,human rights lawyer
20975,activist
21017,educator
21033,teacher
21039,model
21117,anthropologist
21117,venture capitalist
21148,research leader and ancient dna specialist
21150,biological anthropologist
21307,author
21307,entrepreneur
21584,visual artist
21645,child advocate
21645,social scientist
21646,environmental data scientist
21752,money coach
21753,band
21768,author
21768,entrepreneur
21802,inclusion advocate
21802,speechwriter
21803,inventor
21803,entrepreneur
21803,optical physicist
21804,ai and music entrepreneur
21900,student
21972,author/protecther
21976,biologist
21976,geneticist
22628,science journalist
22701,reproductive psychiatrist
22703,singer
22704,conflict and security researcher
22752,archaeologist
22752,museum curator
22799,singer-songwriter
22817,roboticist
22919,interactive storyteller
22947,shepherd of electrons
22979,regenerative tissue engineer
22992,photojournalist
22992,filmmaker
23058,chemist
23058,synthetic biologist
23087,information designer
23088,attorney
23088,government affairs professional
23089,eye surgeon
23089,inventor
23129,environmental justice advocate
23174,law enforcement professional
23413,equal housing maven
23416,author of mcmansionhell
23421,entrepreneur
23421,writer
23466,model
23466,actor & activist
23515,prosecutor
23583,science communicator
23583,games specialist
23658,designer
23684,compositor
23713,health innovator
23714,head of ted
23716,head of ted
23723,teacher
23724,secondary school english literature educator @tcis
23736,astronomer
23773,assistant professor of cognitive science and neuroscience at the university of california at san diego
23806,engineer and biodiversity scientist
23862,physics + education
23878,physics
23879,physicist
23880,physics + communication
23938,linguist
23958,photographer
23976,stellar astronomer
23979,linguist
24019,author
24019,educator
24019,speaker
24045,ecologist
24063,producer
24067,biologist
24091,ecologist
24119,physicist
24131,physicist
24138,data scientist
24275,journalist
24354,conflict and security researcher
24392,co-founder of ​telebuddy
24490,quantum physicist
24490,equity advocate
24492,jpl education specialist
24509,marine biologist
24689,psychologist
24725,infectious disease doctor
24727,journalist
24727,author
24865,visual artist
24865,cellist
24922,health care futurist
25029,brand creator
25054,fraud researcher
25054,documentary filmmaker
25241,physician-scientist
25241,inventor
25241,entrepreneur
25335,global citizen
25335,transportation geek
25368,global supply chain leader
25572,writer
25572,advocate
25595,management professor
25595,researcher
25601,hospitality entrepreneur
25601,author
25671,rock climber
25727,journalist
25727,activist
26072,sustainability expert
26073,robot ethicist
26074,astrophysicist
26074,musician
26076,neuroscientist
26257,entrepreneur
26257,explorer
26262,finance professor
26262,editor
26264,child advocate
26265,dj collective
26333,investment agitator
26570,psychological scientist
26707,technologist
26707,entrepreneur
26707,editorial director and curator
26707,ted institute
26708,political scientist
26708,professor
26727,bridge builder
26727,author
26779,community engagement specialist
26913,web developer
26915,author
26915,social psychologist
26918,redistricting advocate
26921,energy storyteller
26922,information security researcher
26926,film producer
26946,economist
26946,social progress expert
27105,biotech entrepreneur
27155,research scientist
27173,author
27219,physicist
27383,business strategist
27383,champion debater
27608,political theorist
27608,author
27622,entrepreneur
27692,technology mentor
27750,librarian
27793,systems strategist
27793,coalition-builder
27846,visual educator
27951,comics writer
27951,comics artist
27951,comics creator
27951,editor
27951,publisher
27952,comics creator
27952,editor
27952,senior publishing executive
28050,legal scholar
28050,ethicist
28104,audio/video editor
28104,charity worker
28164,writer
28236,media theorist
28236,author
28318,stratification economist
28429,meteorologist
28438,leadership development expert
28518,transformation expert
28521,writer
28521,consultant
28953,musician
28953,activist
28953,sign language interpreter
29009,photographer
29063,organizational psychologist
29064,civil rights activist
29185,politician
29263,activist
29265,structural biologist
29391,language mentor
29413,engineer
29413,inventor
29414,educator
29521,civic engagement champion
29523,business executive
29523,author
29688,técnica agropecuaria y agroalimentaria
29746,formulation scientist
29775,humanitarian warrior
29779,afro-latina researcher and curator
29949,activist
29949,scholar
29949,educator
29968,climate scientist
30108,visual artist
30161,researcher
30295,producer
30296,publisher
30297,research scientist
30300,quantum physicist
30300,equity advocate
30301,activist
30527,religious leader
30527,counselor
30527,advocate
30527,religious leader
30527,storyteller
30821,behavioral scientist
31121,sound geneticist
31121,musician
31121,acoustic engineer
31235,equity visionary
31240,democratizer
31375,psychiatrist
31376,artist
31377,inventor
31441,author
31441,social justice scholar
31455,writer
31455,environmentalist
31459,writer
31466,urban landscape architect
31628,artist
31630,economist
31630,journalist
31630,broadcaster
31633,writer
31633,activist
31700,women's rights activist
31745,technologist
31812,child advocate
31812,dangerous woman
31813,artist
31813,activist
31813,author
31814,scientist
31814,engineer
31821,architect
31849,engineer
31849,educator
32015,technology developer
32035,technologist
32071,beatboxer
32071,ear
32071,nose and throat surgeon
32189,organizational ethnographer
32190,haptic designer
32250,architect
32265,wife
32265,mother
32265,grandmother
32265,friend
32267,physicist
32269,journalist
32389,podcaster
32389,marketer
32412,social activist
32414,physician
32422,poet
32422,educator
32422,cultural worker
32422,organizer
32422,artist
32422,cultural critic
32555,artist
32555,photographer
32556,peer educator
32557,science communicator
32557,writer
32557,speaker
32560,climate activist
33778,author
33778,maven
33798,activist
33798,performance artist
33798,social entrepreneur
33801,sleep and noise researcher
33880,venture capitalist
33880,editorial director and curator
33880,ted institute
33881,writer
33881,activist
33885,rural social worker
33924,author
33924,academic
33924,futurist
34214,journalist
34214,author
34369,journalist
35351,civil rights activist
35351,community organizer
35352,haptic designer
35353,paleoanthropologist
35401,dementia-care visionary
35497,architect
35563,educator
35565,activist
35565,writer
35605,paleontologist - head of the school of biological sciences at the university of bristol.
35621,philosopher
35621,author
35621,entrepreneur
35764,engineer
35764,entrepreneur
35766,bench scientist
35766,bioinformatician
35767,educator
35767,activist
35945,musicians
36063,entrepreneur
36063,investor
36110,creative activist
36110,social entrepreneur
36409,mathematician
36409,pianist
36411,social and personality psychologist
36415,educator
36416,planetary scientist
36478,singer-songwriter
36479,ai technologist
36659,actor
36659,activist
36762,astronomer
36811,psychologist
37137,nanophysicist
37137,entrepreneur
37225,beekeeper
37346,solar designer
37382,musician
37442,maverick producer
37467,journalist
37498,author
37498,podcast host
37661,neuropsychologist
37739,neuroscientist
37739,pediatrician
37746,physician
37746,scientist
37760,psychology researcher
37787,community organizer
37787,entrepreneur
37800,change catalyst
37800,editorial director and curator
37800,ted institute
37856,doctor
37856,dedicated to scientific research at the european space agency
37861,economist
37986,roboticist
37986,mechanical engineer
38072,scientist
38072,inventor
38072,entrepreneur
38075,cognitive scientist
38076,author
38076,policy analyst
38078,writer
38078,producer
38078,journalist
38079,justice and education scholar
38079,activist
38268,social psychologist
38297,environmental entrepreneur
38913,biobehavioral scientist
39096,activist
39236,scholar
39331,investigative journalist
39498,entrepreneur
39498,programmer
39498,head of ted
39498,ted current affairs curator
39503,astrophysicist
39584,behavioral biologist
39689,chemical biologist
39941,plant geneticist
39981,happiness researcher
40181,serious comedian
40201,artist
40201,designer
40540,technologist
40635,writer
40636,scientist
40636,inventor
40636,designer
40727,civic evangelist
40727,author
40767,zoologist
40767,author
40767,explorer
40930,op-ed columnist
40930,author
40949,chemist
40949,visual artist
41038,theoretical astrophysicist
41105,sleep scientist
41105,professor
41105,author
41224,computer graphics software researcher
41225,yogurt maker
41225,humanitarian
41333,model
41333,activist
41338,comedian
41353,relationship revolutionary
41395,actor
41395,director
41395,producer
41395,activist
41404,astrophysicist
41455,activist
41455,educator
41455,writer
41457,senior researcher assistant
41570,food innovator
41652,marine biologist
41678,writer
41678,activist
41678,comedian
41764,marine biologist
41874,motivational speaker
41917,psychologist
42423,conflict mediator
42423,author
42424,divinity professor
42424,author
42464,spoken word poet
42488,architect
42604,marine microbiologist
42629,politician
42698,theoretical physicist
42700,assistant professor of neurobiology
42702,former national park ranger
42783,poet
42783,educator
42931,author
42931,entrepreneur
42946,artist
43183,ancient technology architect
43200,digital creator
43293,teacher
43293,writer
43293,lawyer
43333,mayor of the city of stockton
43333,california
43362,poet
43379,science advocate
43407,computational biologist
43755,biologist
43755,medical entomologist
43852,author
43852,diplomat
43852,academic
43932,astrobiologist
43932,synthetic biologist
43933,ceo
43933,community clothing
44040,writer
44040,teacher
44040,activist
44200,biological anthropologist
44200,writer
44201,associate professor in marine biology & global change
44202,president of sierra leone
44204,venture investor
44204,writer
44259,food enthusiast
44259,dishwasher
44266,space environmentalist
44339,social psychologist
44372,psychedelics researcher
44373,neurosurgeon
44386,distinguished professor of neuroeconomics
44696,screenwriter
44696,author
44696,artist
44698,conservationist
44698,dog trainer
44823,robotician
44829,actor
44829,producer
44829,writer
44912,psychological illusionist
44912,author
45045,community organizer
45233,director
45233,journalist
45407,physician
45407,public health advocate
45411,maternal health reformer
45412,filmmaker
45412,writer
45466,architect
45466,urbanist
45612,police captain
45613,journalist
45613,author
45614,network scientist
45837,journalism entrepreneur
45838,documentary filmmaker
45969,refugee and immigrants rights attorney
45970,designer
45970,writer and historian of typography
45971,obituaries editor
45972,early education innovator
45973,actor
45973,filmmaker
45973,entrepreneur
46074,writer
46074,performer
46250,paleoanthropologist
46250,stand-up comic
46383,soil scientist
46384,undersea explorer
46384,investor
46384,science curator
46384,author
46385,science storyteller
46385,author
46385,broadcaster
46386,sociologist
46386,educator
46386,writer
46453,professor of neuroscience and of music
46456,conductor
46456,pianist
46459,educator
46459,researcher
46459,writer
46462,psychologist
46522,writer
46526,scuba instructor
46526,shark diver
46526,marine biologist & model
46528,oncologist
46528,researcher
46528,professor
46535,justice scientist
46536,social entrepreneur
46575,activist
46577,politician
46577,environmentalist
46580,journalist
46582,first minister of scotland
46583,microbiology maverick
46585,writer
46585,entrepreneur
46587,author
46589,documentary photographer
46589,filmmaker
46589,visual artist
46594,child safety advocate
46595,climate innovation activist
46597,rapper
46597,singer and writer
46598,human rights activist
46599,broadcast journalist
46599,diversity advocate
46600,writer
48102,online democracy advocate
48103,journalist
48104,social entrepreneur
48266,journalist
48493,public health researcher
48495,climate activist
48498,environmentalist
48499,social entrepreneur
48532,law professor
48532,deepfake scholar
48545,entrepreneur
48610,cross-disciplinary scientist
48627,student
48638,fashion designer
48665,improvisor
48665,facilitator
48665,teacher
48847,entrepreneur
48847,investor
48848,physician
48848,writer
48854,editorial cartoonist
48857,musician
48858,public health researcher
48919,energy scientist
49002,language creator
49002,writer
49002,artist
49046,innovation researcher
49067,water data wrangler
49114,computational biologist
49114,activist
49131,ai researcher
49136,programador
49163,artist
49205,computational geneticist
49221,misinformation expert
49281,fishing cat conservationist
49356,sex educator
49358,artist
49359,labor entrepreneur
49398,marine biologist
49424,politician
49424,criminal justice reformer
49429,producer
49433,astrobiologist
49435,lion conservationist
49438,botanist
49440,neuroscientist
49732,entrepreneur
49732,head of ted
49735,entrepreneur
49735,coder
49989,dancer
49989,choreographer
49989,dance company
50058,archaeologist
50574,storyteller
50586,nanotechnologist
50637,biotech entrepreneur
50638,biologist
50638,medical entomologist
50640,neuroscientist
50640,circus arts entertainers
50657,author
50657,academic
50657,futurist
50755,producer
50791,scientist
50791,engineer
50792,physicist
50792,author
50793,social worker
50793,psychologist
50793,researcher
50853,animal-borne disease researcher
50854,human rights protector
50855,behavioral economist
50855,health policy expert
50856,psychotherapist
50856,author
50857,scholar
50857,artist
50930,public sector strategist
50956,cryptographer
50957,behavioral economist
50958,historian
50959,computational biologist
50982,rocket entrepreneur
50988,artist and creative technologist
50989,ocean conservationist
50989,entrepreneur
50990,law professor
51070,architect
51070,artist
51071,filmmaker
51071,theater director
51071,musician
51071,author
51071,scriptwriter
51071,theater and film director
51101,electrochemist
51105,language activist
51449,cyber illusionist
51452,physician
51538,evolutionary biologist
51634,leaders of the yawanawá
51698,corporate sustainability expert
51996,historian
51996,writer
51997,open water swimmer
52061,astronaut
52062,immigration attorney
52073,marketing expert
52188,visual artist
52190,educator
52194,evolutionary anthropologist
52268,business leader
52269,designer
52269,biofabrication pioneer
52270,digital markets expert
52271,management consultant
52395,entrepreneur
52396,artist
52396,researcher
52397,business executive
52397,"""co-conspirator"""
52463,nuclear security expert
52464,development strategist
52465,entrepreneur
52465,supply chain innovator
52466,molecular engineer
52467,microbiome researcher
52468,enzyme engineer
52469,entrepreneur
52490,multimedia artist
52673,philosopher
52673,head of ted
52752,planetary astronomer
52811,producer
52819,social entrepreneur
52942,bióloga
53024,management consultant
53059,social psychologist
53211,anthropologist
53211,social scientist
53270,astrophysicist
53270,writer
53270,educator
53297,astrophysicist
53297,cosmologist
53522,astrophyscist
53522,stellar mortician
53580,entrepreneur
53582,data scientist
53582,entrepreneur
53582,investor
53583,e-governance expert
53601,storyteller
53601,dj
53602,artist
53602,video game creator
53669,economist
53669,policy influencer
53740,psychologist
53740,author
54125,bioprocess engineer
54153,immigration policy analyst
54214,playwright
54214,activist
54262,writer
54262,advocate
54352,producer
54353,education activist
54353,entrepreneur
54358,travel photographer
54358,writer
54358,host
54394,actor and activist
54513,synthetic biologist
54706,tribologist
54713,medical clown
54715,head of ted
54715,climate advocate
54750,water protector
54754,science and environment correspondent
54838,gymnastics coach
54863,hunger hero
55027,human rights and disability activist
55058,health policy expert
55113,dangerous woman
55342,productor audiovisual
55544,ob/gyn
55544,pain medicine physician
55546,comparative anatomist
55546,paleontologist
55562,democracy advisor
55562,author
55793,technologist
55993,entrepreneur
55993,urban farmer
56009,biological oceanographer
56012,climate justice and human rights lawyer
56368,holocaust survivor
56368,magician
56434,ecologist
56527,health justice advocate
56535,producer
56629,economist
56834,entrepreneur
56834,technologist
56901,human-elephant ambassador
56959,interdisciplinary artist
56988,professor of african american and diaspora studies
57063,political cartoonist
57144,urban planner
57186,legal identity expert
57364,playwright
57364,performer
57418,physicist
57418,engineer
57475,climate psychologist
57604,science journalist
57606,global health activist
57734,design evangelist
57908,paleobiologist
57913,curator of architecture and design
57914,author
57915,science curator
57915,author
57916,design evangelist
57917,reporter
57918,graphic designer
57920,food enthusiast
57920,dishwasher
57924,filmmaking pioneer
58010,venture capitalist
58010,writer
58011,digital anthropologist
58012,author
58012,illustrator
58013,cognitive psychologist
58014,banking executive
58015,economist
58016,performer
58016,author
58016,storyteller
58017,producer
58018,gender equity expert
58104,molecular animator
58121,entrepreneur
58361,digital security expert
58446,public health leader
58586,entrepreneur
58704,neuroscientist
58706,designer
58884,biophysicist
58884,neuroscientist
58891,sex chromosome editor
58979,women's rights activist
59048,space chemist
59050,experimental physicist
59151,technologist
59152,environmentalist
59152,social entrepreneur
59152,youth leadership advocate
59153,tech strategist
59155,global health fighter
59159,writer
59159,business systems consultant manager
59779,professor
59801,interplanetary navigator
59862,neuroscientist
59971,journalist
59972,perception designer
59980,communications consultant
60021,legal scholar
60021,writer
60063,producer
60080,journalist
60081,social designer
60084,epidemiologist
60084,professor
60135,analyst
60183,social entrepreneur
60184,activist
60193,historian
60310,neurodiversity advocate
60315,human rights advocate
60390,activist
60390,student
60405,biological anthropologist
60416,education activist
60422,digital marketing consultant
60742,farmer
60742,entrepreneur
60752,author
60774,author
60774,journalist
60835,electrical engineer
60872,global health consultant
60873,infectious disease scientist
60873,head of ted
60914,environmental activist
61301,philanthropist
61301,head of ted
61301,ted current affairs curator
61302,media executive
61302,head of ted
61302,ted current affairs curator
61303,vaccine visionary
61303,head of ted
61303,ted current affairs curator
61316,architect
61357,researcher
61357,author
61930,writer
61930,head of ted
61930,curator
61991,interdisciplinary researcher
62149,classicist
62149,political theorist
62149,head of ted
62149,business curator
62263,law researcher
62266,hedge fund chair
62266,head of ted
62266,business curator
62270,architect
62341,psychotherapist
62341,psychosomatic psychiatrist
62406,producer
62627,artist
62627,storyteller
62628,political strategist
62678,health activist
62748,epidemiologist
62748,philanthropist
62748,head of ted
